groupNum,routersPerGroup,nodesPerRouter,utilization,application,messageSize,messageIter,traceMode,traceNum,allocation,taskmapping,scheduler,routing,alpha,expIter,Avg.Norm.Latency
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,0,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,1,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,2,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,3,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,4,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,5,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,6,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,7,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,8,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,9,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,10,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,11,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,12,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,13,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,14,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,15,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,16,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,17,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,18,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,0.5,19,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,0,1.0
17,4,4,75,alltoall,100000,2,corner,1,dflyrdg,topo,easy,adaptive,1.0,1,1.0
